crashedAt,totalBankUsd,usersCount,itemsCount
1.01,70.43,46,53
1.29,219.12,58,69
3.16,79.10,51,59
2.68,179.95,63,79
1.42,48.53,52,60
1.01,258.88,55,60
2.10,146.12,66,77
1.61,210.28,66,82
8.64,105.41,62,75
1.01,213.63,57,72
1.35,139.02,60,67
71.31,178.49,69,77
2.92,78.97,58,64
2.67,211.68,54,62
1.25,66.16,43,56
1.89,142.53,49,63
1.02,113.87,65,92
1.07,420.77,74,84
1.21,192.96,96,124
1.40,303.09,96,108
2.89,121.85,81,92
2.05,201.99,65,80
5.16,104.42,64,82
1.36,242.35,62,81
1.02,80.41,49,56
2.22,287.57,74,78
1.12,107.20,68,76
1.32,283.35,87,100
4.57,132.36,65,72
2.86,198.00,67,80
1.61,111.00,62,75
1.04,213.64,58,68
2.86,145.83,70,81
1.33,219.51,55,65
4.57,157.11,65,76
1.03,222.25,57,60
9.47,108.49,67,77
5.25,200.75,51,61
1.09,118.71,44,57
1.07,245.27,77,86
1.70,304.51,90,105
2.44,313.59,76,92
2.45,174.14,69,79
3.18,207.40,60,73
2.99,197.33,47,57
11.08,247.14,47,67
1.57,145.82,42,49
1.38,286.38,54,60
2.43,161.21,51,66
3.36,290.91,60,65
1.02,148.92,49,58
2.81,319.29,69,86
2.92,306.78,66,71
2.06,339.38,76,82
1.05,193.64,73,85
1.02,343.22,81,98
8.90,375.41,101,121
3.11,600.97,88,102
3.47,187.66,74,89
1.24,359.99,68,81
3.34,204.78,68,82
2.36,323.66,78,83
3.49,178.78,59,67
2.06,341.33,73,88
1.00,184.04,58,65
2.66,391.62,83,101
2.17,174.97,74,86
2.01,338.34,80,101
1.33,208.63,72,86
12.96,333.47,73,88
1.03,162.90,53,61
3.31,396.92,88,98
13.97,199.07,75,89
1.00,302.00,62,73
3.41,277.85,82,102
2.14,399.53,77,85
5.44,175.01,69,78
1.51,355.99,80,99
1.21,166.15,63,68
2.72,441.28,87,107
8.40,156.72,68,78
1.69,344.44,72,93
2.71,145.87,44,46
9.99,380.43,63,73
2.92,148.02,53,63
1.13,379.57,73,82
1.02,191.31,68,88
1.00,415.19,114,138
1.81,707.78,110,143
1.11,476.67,108,124
3.90,412.50,101,133
20.83,461.58,95,113
2.56,235.71,74,89
3.04,356.82,76,89
5.12,253.35,63,76
1.18,367.03,62,85
3.06,162.91,58,72
2.00,455.02,81,107
2.60,240.38,70,85
12.48,412.06,74,87
11.32,118.77,37,46
1.07,336.96,50,57
3.18,177.04,56,63
1.04,375.76,68,81
2.02,195.17,58,72
1.03,553.83,67,82
1.02,296.14,91,105
1.20,532.30,103,150
1.01,316.94,85,103
9.71,383.47,81,113
3.70,307.49,70,91
2.18,278.30,82,93
2.90,204.79,66,75
1.63,296.32,72,82
1.01,196.44,60,69
8.21,377.04,66,76
2.69,219.79,60,70
1.01,277.56,70,80
1.50,192.93,64,74
1.32,331.15,69,87
3.38,265.05,79,90
81.56,352.29,71,83
1.22,167.65,53,60
41.06,287.24,64,82
1.00,150.16,50,57
1.21,317.36,80,103
2.53,245.19,75,93
1.82,280.80,74,87
4.96,226.67,71,91
1.00,316.67,61,67
1.84,272.85,67,80
5.47,355.24,78,86
5.00,222.97,67,79
1.38,326.16,74,91
2.04,203.91,66,77
1.81,291.29,62,71
2.00,258.00,72,86
1165.70,215.13,62,75
2.95,200.20,56,65
1.02,262.88,52,60
5.18,242.70,60,77
1.05,354.02,85,102
3.29,272.10,94,101
1.26,306.69,86,99
1.22,295.04,105,115
10.20,339.90,87,107
4.95,172.37,70,75
1.71,291.55,57,69
8.36,244.85,65,81
1.04,272.18,54,62
2.84,271.53,77,101
3.22,235.95,64,68
3.16,268.09,74,82
3.26,284.89,85,93
1.63,223.03,73,79
2.15,270.57,83,97
1.25,186.33,65,76
3.80,274.04,86,104
63.09,217.06,70,77
1.23,237.78,60,74
1.41,214.41,67,81
1.30,259.37,79,96
6.65,279.42,68,84
1.11,228.13,63,74
8.15,258.24,75,95
1.13,242.70,75,88
12.06,261.99,98,109
1.02,197.16,72,79
2.28,321.13,100,118
6.01,293.18,86,103
1.04,211.42,74,85
1.71,292.77,105,117
1.84,298.90,85,105
4.64,282.56,76,86
2.77,245.24,80,96
5.49,263.40,79,92
1.11,286.30,73,86
1.46,285.17,99,127
1.30,367.87,96,110
3.14,291.60,99,118
60.61,292.43,85,98
2.09,267.66,60,75
1.10,194.74,71,92
1.57,240.92,85,103
1.26,321.75,102,120
6.35,368.29,94,110
2.22,281.11,81,100
2.26,368.42,67,78
1.57,253.67,72,79
15.24,269.85,59,70
12.24,215.62,53,67
1.32,240.00,73,82
1.61,267.55,82,93
5.15,178.20,73,87
1.24,264.41,92,109
2.22,264.93,83,96
2.99,226.86,88,95
3.33,210.86,83,98
1.09,308.80,91,106
1.65,260.27,93,122
2.28,440.15,110,132
3.26,265.40,86,103
6.30,280.87,96,112
2.27,280.72,78,91
1.11,319.88,86,100
2.33,377.60,106,123
1.22,357.93,91,105
4.56,347.98,95,105
1.15,377.07,94,105
5.45,303.94,95,119
1.00,375.99,94,111
1.22,436.28,115,144
1.27,381.93,114,127
1.20,288.15,101,129
1.03,340.15,100,119
3.98,336.95,107,130
1.55,410.35,99,118
1.38,250.98,96,104
1.40,355.25,94,105
1.03,297.45,100,113
1.37,370.91,102,125
12.66,257.51,79,93
6.28,288.51,84,109
1.23,282.42,81,96
12.38,284.53,77,92
1.44,218.64,70,82
3.56,291.02,78,97
1.08,276.86,67,77
1.02,360.17,86,102
2.94,296.38,97,115
11.08,299.09,87,105
1.00,198.26,73,91
2.58,445.57,100,119
2.77,218.00,79,93
1.29,278.51,79,87
1.20,347.82,92,109
1.02,278.17,85,97
16.16,310.54,100,121
1.01,293.14,83,102
1.69,271.97,95,110
10.14,252.37,82,105
1.22,277.56,71,87
2.76,266.14,72,84
3.91,290.46,77,89
1.29,270.89,74,91
1.00,276.75,78,93
4.76,359.84,97,128
1.49,197.05,69,79
2.67,268.53,76,90
1.02,258.16,65,81
1.05,385.50,96,111
7.82,344.62,97,109
34.94,321.15,75,95
1.22,292.13,67,83
6.71,320.33,75,92
1.48,305.88,67,80
1.88,417.83,72,87
1.16,201.45,59,67
1.98,369.88,88,110
1.23,270.73,67,80
12.90,300.83,74,90
12.22,216.86,56,68
1.47,306.44,51,65
1.23,205.56,51,67
1.88,296.47,58,71
4.96,184.57,54,58
9.33,351.04,59,72
2.00,140.59,34,39
3.34,290.16,63,79
1.22,129.50,51,62
2.32,294.26,60,69
1.43,219.53,51,61
3.57,296.53,69,87
2.00,176.75,48,57
1.88,300.14,66,84
1.93,200.09,49,61
10.90,348.86,64,74
3.43,185.68,52,59
2.46,328.19,61,75
5.60,164.70,48,54
3.16,319.63,59,72
1.47,126.20,50,62
4.81,297.39,67,71
1.22,163.68,55,64
8.68,337.26,69,85
2.63,119.80,53,61
1.68,358.84,68,88
1.28,187.40,64,82
1.10,324.83,81,97
2.92,184.37,68,85
2.54,404.95,78,93
2.39,215.94,65,74
23.22,277.02,79,90
1.03,179.98,68,82
22.13,361.24,85,103
1.49,138.99,64,79
1.74,330.65,86,102
2.27,218.35,76,89
6.05,346.34,86,102
1.11,147.94,67,78
13.44,343.20,79,96
1.26,186.97,68,81
1.64,349.50,85,107
1.31,221.75,76,90
5.69,316.80,80,103
1.05,139.35,66,76
1.90,470.34,90,107
1.65,131.43,81,97
2.19,447.14,97,120
10.67,164.33,64,70
1.71,371.53,72,85
1.23,182.17,64,71
1.30,300.64,73,92
1.09,220.85,66,79
1.26,404.47,97,112
3.48,269.58,77,102
1.59,377.83,88,106
2.87,243.78,67,84
1.26,314.22,66,80
3.89,220.63,67,84
1.23,354.46,59,69
1.74,239.52,63,76
2.70,313.65,58,69
4.11,207.24,53,63
4.60,387.56,67,77
1.45,200.80,51,55
1.99,406.45,60,71
1.74,189.88,56,67
2.65,337.81,66,77
1.35,220.31,62,69
1.78,304.94,73,87
9.11,216.13,61,72
1.16,333.38,60,83
16.45,243.75,73,85
1.06,255.75,69,80
1.22,251.98,75,90
21.44,420.97,85,108
1.02,229.90,65,78
1.00,353.03,74,83
1.36,360.24,86,95
1.35,461.90,86,106
1.02,362.72,100,115
6.64,478.22,82,105
8.03,294.08,74,90
3.31,334.80,67,80
2.05,226.70,60,65
6.68,345.82,66,80
1.36,235.30,52,68
12.17,321.81,57,71
1.31,211.70,52,71
2.64,358.99,68,86
1.01,243.76,52,61
1.58,343.80,74,90
1.47,226.23,63,79
1.86,396.84,87,103
6.01,267.90,67,79
2.49,384.88,70,76
1.40,208.89,43,48
3.01,424.27,59,69
1.49,211.71,50,60
1.73,375.21,61,72
1.75,231.21,60,74
1.74,348.41,62,80
9.03,331.12,71,80
1.27,374.93,64,77
1.53,236.35,57,69
5.91,412.53,66,86
1.33,205.91,57,73
1.71,395.24,64,76
1.71,219.18,68,88
1.00,364.92,67,78
1.91,449.73,74,95
1.29,372.72,69,82
1.01,281.74,75,87
1.24,449.32,89,121
1.63,413.93,71,85
27.00,434.15,79,89
1.22,207.01,63,75
1.03,441.29,82,98
2.08,313.63,72,99
1.31,514.92,84,99
1.27,351.96,67,75
1.24,510.21,74,89
3.36,245.71,63,73
32.01,370.36,69,86
4.05,273.64,46,62
1.41,356.05,55,64
3.53,226.98,46,56
6.36,357.30,52,69
1.58,263.38,56,68
2.06,380.77,59,73
1.06,221.86,43,46
1.99,419.21,65,92
1.85,282.69,67,85
1.47,438.10,78,94
8.32,272.71,58,70
16.31,403.03,76,84
2.88,201.29,48,63
2.04,342.24,54,68
1.48,260.12,48,59
2.39,390.95,56,67
177.49,236.51,51,59
1.10,402.36,61,78
1.85,180.51,53,64
1.02,412.20,73,99
1.30,289.59,86,105
1.05,437.63,78,103
1.56,306.28,81,92
1.00,500.05,78,98
9.53,247.64,84,104
13.24,486.19,84,93
2.93,248.84,69,82
1.02,385.44,74,94
3.47,333.94,74,89
25.06,432.28,80,93
1.07,251.08,64,72
5.75,409.26,74,93
1.28,197.42,56,65
2.44,392.03,74,85
3.63,340.95,60,74
5.48,293.19,66,80
1.05,247.83,48,56
1.67,464.39,72,84
1.24,278.60,68,81
28.42,355.49,75,89
14.83,263.27,55,62
11.02,377.84,58,65
1.27,197.34,46,55
1.05,456.35,66,77
1.43,286.10,67,73
1.08,464.06,88,106
1.72,282.36,71,96
8.25,534.25,81,98
1.21,299.76,71,89
3.94,432.64,77,90
1.13,245.56,57,65
51.24,421.58,67,81
32.25,260.61,65,79
1.09,360.40,58,70
2.54,286.73,60,74
1.23,426.82,75,87
4.36,247.85,69,80
1.02,430.49,66,85
1.20,288.41,69,83
1.01,510.40,76,91
1.46,354.22,73,91
2.10,486.94,74,93
1.03,171.93,61,76
1.02,437.24,73,90
1.90,351.28,77,92
1.05,608.67,89,113
9.05,368.76,64,81
4.21,484.83,69,85
1.01,300.51,64,78
2.04,482.63,75,85
2.04,249.50,52,62
1.21,385.41,65,79
1.24,176.37,49,61
1.20,473.59,55,70
3.43,270.83,66,80
3.23,402.45,77,97
2.71,205.65,58,68
342.97,357.34,66,75
1.94,191.19,60,70
1.00,195.65,49,57
6.94,168.60,67,82
5.03,129.04,63,79
3.71,132.60,59,77
1.42,153.26,59,63
2.54,132.73,57,65
313.17,148.61,51,56
2.86,148.04,52,67
1.44,121.29,49,52
1.00,209.62,52,65
1.44,208.27,71,83
1.27,218.13,62,72
1.07,180.08,68,82
5.29,187.09,69,84
3.09,258.46,71,87
1.06,158.55,62,77
4.72,197.33,67,81
1.44,182.85,62,70
5.74,161.51,72,85
1.25,172.75,57,75
22.52,139.07,62,75
9.32,130.41,50,70
1.85,184.10,45,53
6.45,123.65,44,54
1.02,150.50,50,58
130.64,109.00,58,75
1.76,172.98,51,54
3.08,106.74,50,59
208.15,187.82,48,55
1.00,118.64,48,57
1.82,193.30,61,73
9.08,176.69,61,94
2.65,193.67,49,60
2.23,98.88,40,43
2.25,93.74,45,53
1.41,119.78,50,62
1.85,149.81,49,55
1.00,166.41,50,67
2.93,167.38,67,77
1.03,149.83,56,65
1.71,242.52,74,90
1.39,154.81,54,66
1.32,245.22,60,71
1.04,144.97,57,69
1.08,320.20,79,92
1.06,282.30,88,107
4.12,896.96,98,120
16.49,301.17,62,74
6.27,157.81,56,65
1.60,199.57,53,68
1.93,204.66,46,57
5.78,174.25,47,62
2.27,156.95,45,54
6.26,203.58,59,72
1.32,121.18,38,44
20.53,248.87,51,59
2.96,95.86,36,36
1.35,203.95,50,55
1.36,139.14,51,60
1.04,261.92,65,84
1.01,134.06,53,67
1.04,293.58,75,87
1.02,683.74,82,116
7.37,1114.53,83,111
37.70,357.65,69,87
10.04,194.72,62,80
1.00,252.85,60,69
2.40,267.96,58,69
1.39,118.83,53,67
3.77,258.66,61,72
1.97,126.81,52,60
1.64,283.43,59,71
1.60,137.42,47,57
9.65,186.56,54,64
8.42,138.26,48,60
2.42,244.83,53,68
2.01,188.25,41,48
1.71,250.80,54,67
1.38,179.80,38,43
1.18,218.85,53,62
1.53,195.47,49,58
1.29,293.90,49,65
1.09,201.53,54,64
1.20,385.10,76,95
1.00,165.16,57,64
4.64,340.64,71,90
2.90,188.16,55,67
14.39,254.14,56,68
9.70,88.81,52,60
1.23,266.70,47,58
1.24,80.75,34,38
3.01,244.77,48,59
4.18,138.00,38,48
7.10,234.80,41,52
2.75,70.63,37,42
2.41,203.07,45,54
1.01,115.69,48,55
1.03,242.62,56,61
4.82,241.15,73,87
13.96,227.44,61,74
1.35,84.34,58,66
1.00,256.84,71,82
1.38,117.46,63,75
1.37,204.76,67,86
1.26,178.70,73,84
5.14,252.20,58,64
2.34,180.10,52,58
1.02,266.88,57,64
3.32,148.51,56,64
1.45,343.14,71,81
251.77,98.43,54,62
1.01,299.94,60,72
1.39,159.75,47,62
5.97,249.56,57,68
24.25,139.76,49,60
1.02,211.77,57,69
1.28,116.49,51,68
1.43,248.51,69,76
1.57,141.93,59,69
3.27,281.58,66,81
2.65,134.06,55,67
1.05,281.44,62,72
1.75,149.12,73,82
2.18,242.81,66,78
1.51,158.79,64,81
7.15,268.86,69,84
1.02,97.87,53,62
2.98,300.46,77,90
1.22,130.02,58,65
3.05,267.51,76,91
1.37,159.99,53,67
2.05,254.66,67,79
1.12,107.93,53,64
2.38,269.13,69,85
1.01,121.23,60,66
1.00,343.82,84,109
3.23,326.16,79,100
1.52,335.63,79,87
2.48,106.93,67,78
2.33,267.52,63,76
1.74,106.55,49,55
1.22,346.37,64,82
2.19,116.03,52,62
1.26,277.53,73,91
1.03,139.39,55,68
2.62,278.71,72,84
3.39,125.06,77,83
2.61,253.56,80,95
1.63,155.68,79,86
1.08,251.52,70,88
15.22,156.63,74,87
2.43,211.32,80,89
1.34,171.87,72,79
1.52,221.58,86,104
10.55,127.48,66,78
2.53,234.80,66,82
1.78,89.22,51,65
3.17,272.77,69,80
1.94,100.13,54,63
8.83,270.67,60,72
2.72,108.45,54,69
1.11,239.09,64,78
1.08,94.80,64,72
1.02,352.45,101,124
1.06,606.95,108,125
1.45,609.85,93,124
1.07,241.31,89,104
2.13,363.31,78,102
7.77,161.94,81,101
8.07,276.80,80,95
1.29,151.39,74,82
1.79,248.83,67,86
1.37,151.24,59,63
2.70,353.83,76,85
12.68,139.42,54,60
5.67,239.16,66,78
3.07,88.12,49,66
4.13,222.52,51,62
1.63,56.54,47,57
1.81,212.70,63,78
3.40,61.86,57,67
1.33,294.12,75,91
6.66,113.93,65,76
59.21,207.37,64,82
1.25,74.04,59,73
2.80,249.92,62,75
1.35,78.40,51,61
2.51,317.85,77,102
2.60,68.09,55,70
3.35,342.33,75,93
1.56,64.38,56,63
1.04,368.85,73,89
1.04,91.53,65,81
2.19,453.30,111,143
16.13,195.61,91,105
3.07,335.33,99,110
1.35,115.97,71,82
1.48,197.48,72,88
9.97,114.19,74,87
1.71,274.47,80,95
3.33,94.66,55,65
2.02,304.07,67,88
1.00,91.41,63,80
1.61,370.87,80,91
1.30,145.56,90,100
15.00,333.86,94,118
1.03,121.95,65,79
72.10,358.01,79,96
1.11,96.45,71,74
1.28,366.35,94,108
2.67,124.46,86,101
2.52,348.06,88,102
2.37,134.72,65,80
3.40,333.52,83,89
3.34,128.58,68,83
1.00,226.13,61,82
2.69,178.72,69,78
5.28,314.13,105,125
1.46,120.71,67,79
1.82,250.35,77,96
4.50,143.08,75,86
1.71,300.73,78,93
48.95,111.33,77,85
1.03,185.39,77,92
2.63,109.21,72,83
2.14,275.52,96,106
2.32,88.79,79,89
2.44,309.84,97,111
46.24,110.60,86,95
1.07,218.82,77,96
2.23,112.74,75,79
1.71,268.05,93,104
1.21,110.13,99,109
52.40,356.12,93,106
1.44,75.17,66,88
1.79,309.82,90,120
2.18,158.70,85,100
1.13,259.04,84,91
1.32,119.84,83,91
9.85,359.74,99,112
5.22,89.31,73,84
1.00,285.27,85,111
1.09,119.09,74,83
1.00,381.34,107,137
4.11,317.65,111,143
3.03,354.79,111,129
1.96,170.30,98,116
5.14,344.79,93,114
1.22,74.59,85,103
2.14,358.02,96,119
1.13,106.46,86,95
6.86,278.25,95,106
4.16,138.67,83,105
31.32,320.21,97,122
1.21,58.19,53,55
1.36,318.59,91,108
1.77,102.03,83,97
1.25,265.73,90,102
2.25,134.13,88,104
1.12,276.27,96,116
2.31,212.34,85,97
2.67,332.64,106,125
27.61,118.82,95,107
5.38,261.86,70,83
1.95,103.45,67,79
4.62,292.04,83,105
6.84,88.80,69,79
1.22,286.50,84,105
6.29,94.38,66,78
1.47,238.03,84,105
3.35,121.43,73,82
1.47,283.78,73,86
2.21,151.91,81,88
11.74,278.55,78,100
1.20,119.91,60,65
1.13,260.93,87,97
1.58,206.20,90,106
1.22,304.96,95,108
1.09,238.60,97,116
6.44,376.81,108,130
2.59,141.04,88,94
1.21,271.85,95,104
1.57,195.06,76,87
1.07,310.57,87,107
2.21,166.92,86,98
6.26,356.66,103,113
1.11,146.92,72,80
1.21,374.10,110,128
2.66,190.64,97,109
1.36,341.96,100,112
71.67,198.60,85,101
2.46,270.70,95,119
1.14,146.56,97,111
4.80,383.60,109,123
2.43,195.00,100,120
8.15,280.26,93,109
1.00,114.94,87,94
1.48,404.24,120,139
1.03,219.69,124,147
6.35,349.41,129,154
2.07,224.47,95,106
1.03,349.12,107,136
1.45,228.22,110,125
15.29,447.63,114,145
2.77,146.16,77,95
1.25,297.68,84,102
1.33,137.99,76,87
6.65,383.80,89,113
2.36,142.10,75,90
2.61,395.03,88,109
2.78,137.27,77,90
3.43,271.92,74,93
3.04,131.63,59,73
3.40,255.66,73,88
1.87,97.08,63,82
1.04,363.88,74,88
1.03,163.13,87,108
1.02,398.68,109,141
7.07,471.08,121,168
9.29,437.85,115,134
2.13,144.97,84,102
9.27,328.77,100,117
1.25,172.00,92,102
1.62,340.95,94,115
6.74,146.79,83,101
1.13,294.73,96,122
1.71,213.43,103,125
4.56,370.99,113,131
1.20,204.60,101,111
13.26,352.21,104,114
2.09,120.53,77,90
1.86,315.70,74,85
1.32,100.32,75,86
3.65,326.25,102,118
62.28,121.79,75,91
2.01,267.27,69,83
1.25,100.98,65,72
2.08,240.52,81,95
6.17,159.38,89,100
1.35,293.66,86,102
1.02,174.56,73,85
1.20,368.30,110,142
81.00,207.48,96,115
1.12,362.26,96,119
7.52,243.82,104,126
1.33,303.77,103,122
1.32,177.11,91,101
1.55,302.23,111,136
6.44,199.48,103,120
1.80,254.64,92,110
3.01,248.78,84,104
1.93,254.53,85,100
1.05,158.61,92,109
3.69,342.14,105,122
1.95,164.39,79,89
2.00,246.41,96,109
1.00,151.07,76,103
1.05,351.84,115,143
5.10,302.34,111,136
1.32,343.54,106,127
9.69,178.19,90,108
4.34,297.08,78,107
1.92,159.43,78,94
1.57,239.86,76,91
1.24,207.44,78,95
1.05,246.20,86,104
1.00,138.06,100,126
1.21,305.66,109,142
2.62,270.95,124,150
2477.56,329.73,117,136
1.74,140.76,62,72
6.57,313.87,82,100
1.24,155.86,71,90
5.33,270.05,88,112
3.05,124.38,63,73
1.80,259.99,94,114
2.60,179.55,76,92
5.76,169.04,77,96
2.05,133.27,85,98
1.56,254.67,87,96
1.70,146.08,91,106
1.26,230.22,86,107
2.14,131.34,84,94
1.74,281.91,96,114
83.91,145.21,88,99
1.04,294.90,76,84
2.62,188.89,87,99
3.07,309.15,100,123
2.99,156.45,80,91
1.27,252.70,100,110
8.18,154.81,93,113
2.10,276.79,97,116
1.00,159.20,78,82
1.04,309.81,118,150
10.05,273.23,129,152
11.00,297.41,115,132
1.22,161.53,88,102
3.08,376.46,102,127
4.21,239.46,96,113
34.25,296.27,95,105
3.25,201.66,68,80
1.58,236.18,80,95
1.81,140.46,64,79
1.69,296.17,104,128
1.69,243.94,111,125
1.01,305.26,117,125
2.45,182.64,111,132
2.80,330.05,130,156
1.62,195.41,108,120
5.75,324.26,132,153
2.66,185.55,89,98
4.33,342.80,102,126
1.36,203.19,83,93
15.25,298.59,88,100
3.47,146.58,71,81
1.23,271.15,79,99
2.34,178.26,84,97
2.30,239.57,90,104
1.01,178.24,76,90
1.33,327.11,92,109
5.64,265.63,100,107
1.69,281.09,109,122
1.00,136.53,95,105
4.06,340.32,121,146
90.69,165.05,104,127
1.48,331.00,95,111
1.96,210.72,82,90
1.77,366.81,92,114
3.59,208.42,86,106
3.95,288.25,84,98
3.37,168.12,84,102
4.58,278.71,85,100
1.40,153.49,78,88
2.71,284.61,74,92
1.48,148.23,80,87
1.27,281.06,98,108
1.01,187.81,88,110
34.85,275.40,96,126
34.32,187.73,102,123
1.34,220.82,95,118
3.38,186.09,84,94
2.52,229.10,96,111
1.14,162.41,84,97
4.87,300.32,105,124
4.12,207.07,117,132
1.64,294.22,110,121
1.53,184.33,94,111
1.32,236.21,103,112
2.46,262.70,124,151
1.49,310.22,107,125
3.30,219.63,102,125
1.68,272.32,112,137
2.45,219.17,104,117
1.03,357.21,101,125
3.15,172.70,107,121
1.26,353.67,129,150
1.34,265.72,123,138
2.41,434.41,125,144
2.29,241.06,115,136
2.66,359.56,107,129
3.94,280.57,110,123
12.20,250.14,89,98
1.80,168.41,82,97
2.87,266.90,88,103
5.99,232.06,85,100
1.78,257.31,87,106
1.61,142.47,69,76
3.07,377.70,92,107
1.03,225.78,94,111
1.29,305.07,105,131
1.04,262.54,120,149
6.39,459.41,137,153
1.75,334.71,128,149
1.87,231.71,108,121
2.25,283.40,118,138
3.05,366.57,113,138
2.16,193.33,94,109
28.83,327.86,100,118
1.27,190.36,85,97
1.04,243.94,82,90
1.53,237.30,104,118
1.50,341.16,113,125
6.16,331.50,137,160
1.03,319.81,109,126
4.68,296.98,136,158
1.56,307.09,117,134
2.28,399.59,130,140
1.41,422.90,112,132
2.72,175.70,96,111
6.70,451.67,119,137
1.03,250.70,88,104
2.08,315.90,106,122
1.29,228.77,115,131
1.95,407.90,136,148
2.33,439.61,129,152
1.37,367.23,113,131
3.76,276.49,120,137
3.10,292.50,97,118
2.34,212.52,100,114
39.92,380.57,110,128
1.04,203.16,87,100
1.01,270.58,98,112
1.64,365.05,128,150
2.05,557.61,146,168
2.41,322.22,135,142
5.62,458.50,131,140
189.44,272.94,112,132
1.30,248.11,90,102
2.36,199.00,88,100
7.71,345.35,97,120
1.05,185.25,81,98
1.02,324.14,106,126
4.69,376.06,137,173
1.01,392.99,137,153
1.39,798.22,151,185
1.72,512.85,150,176
1.61,428.48,147,171
1.81,415.38,143,165
2.12,376.97,130,154
2.06,343.84,135,158
5.86,256.13,107,127
1.87,382.98,104,120
3.01,238.62,91,103
2.05,349.72,95,109
1.60,220.29,92,111
1.01,463.67,109,131
11.22,215.01,89,101
2.04,401.35,127,151
1.39,191.53,99,113
1.52,305.64,101,115
1.58,254.65,101,112
3.56,256.32,92,103
7.26,291.46,102,120
2.03,252.71,93,104
1.30,202.23,88,101
2.41,236.86,82,93
3.25,314.73,101,124
1.33,270.72,78,94
2.73,325.82,105,140
3.15,345.65,92,115
1.85,243.48,104,121
1.77,215.68,78,86
1.47,257.92,105,121
1.00,338.61,111,134
2.28,292.29,125,159
1.28,279.25,128,150
3.48,306.77,139,157
2.22,352.82,125,135
2.21,285.94,114,131
1.21,237.53,107,116
6.55,263.09,114,131
1.54,254.13,97,114
2.69,215.02,91,117
1.00,227.18,94,110
1.97,383.19,122,149
1.42,376.90,121,130
12.80,411.86,138,161
2.79,288.90,111,128
1.32,225.21,94,108
1.00,339.27,113,134
2.88,292.85,109,127
1.06,351.28,129,159
1.41,382.66,133,150
3.79,436.91,131,154
2.07,422.41,133,146
1.21,277.16,110,127
1.85,299.96,119,137
2.88,324.52,124,142
2.16,253.48,104,113
2.61,370.17,105,117
1.03,284.68,98,112
1.04,268.32,106,134
1.57,393.22,136,157
2.41,546.84,145,189
1.46,419.41,134,147
5.87,406.63,117,136
1.00,222.60,99,120
1.28,338.79,95,126
3.16,426.10,118,138
1.44,375.25,103,109
2.44,334.79,110,135
1.59,251.80,93,104
2.62,257.32,89,107
1.88,119.79,77,89
3.39,196.63,79,94
1.86,167.22,76,83
4.35,211.75,72,86
1.67,135.71,73,97
1.92,156.09,78,88
1.91,239.10,77,92
3.95,224.65,83,94
19.72,224.02,80,93
2.37,147.26,68,88
14.19,159.96,66,80
1.00,209.90,69,76
1.29,169.82,77,92
1.02,207.61,97,124
1.50,288.28,108,131
3.23,313.68,116,128
1.45,421.62,124,145
1.31,297.48,114,130
2.02,279.93,109,121
2.05,318.42,107,127
1.09,254.11,97,112
1.65,378.11,112,121
3.36,321.28,109,122
3.93,400.45,114,129
1.04,215.68,94,105
1.34,295.20,101,122
2.84,352.86,104,120
1.32,326.46,109,116
1.34,238.15,105,117
1.48,342.33,107,125
1.01,356.45,106,119
1.27,471.93,111,126
2.53,231.26,101,120
1.48,342.86,99,119
5.28,172.37,93,106
4.14,228.79,80,96
1.05,187.73,78,98
2.01,320.07,91,106
96.13,218.63,91,103
1.58,174.08,77,84
2.45,203.15,67,80
7.09,238.92,81,106
1.36,103.71,57,66
1.26,235.00,76,82
3.07,160.72,70,83
1.44,230.44,70,81
2.66,193.15,72,87
5.21,241.80,71,82
3.12,117.06,60,79
2.54,150.89,68,82
3.43,108.51,51,60
1.05,263.72,71,84
1.04,155.03,80,99
1.23,370.12,93,103
1.04,290.55,93,111
2.06,410.10,110,129
8.92,398.00,92,111
3.18,395.95,105,132
3.33,247.12,83,95
1.35,222.09,76,87
1.27,184.27,72,84
2.23,445.26,88,105
1.94,312.05,67,79
9.16,379.59,78,104
1.00,182.25,57,67
2.44,306.56,86,94
1.04,254.96,80,100
2.47,334.49,107,127
1.86,339.80,87,100
1.22,300.16,90,103
7.93,407.71,89,98
20.45,318.89,77,97
3.36,137.77,59,64
3.26,211.46,60,79
1.33,105.96,54,65
4.17,267.49,74,93
1.05,175.16,60,75
2.88,266.66,76,86
4.40,173.26,62,72
2.17,407.11,79,96
81.05,170.05,68,84
1.06,194.56,67,78
1.03,160.34,82,94
1.31,340.71,118,135
2.30,284.75,101,120
3.34,566.46,111,132
1.05,157.10,81,99
1.89,316.84,101,117
2.16,339.32,111,121
5.12,169.27,57,63
1.33,107.90,53,69
1.51,205.81,57,70
3.47,228.91,92,113
2.95,282.34,66,78
1.00,150.74,76,90
10.40,297.87,90,103
6.28,152.53,76,89
2.29,249.92,73,80
2.88,186.27,66,78
1.02,347.84,70,81
1.09,170.22,67,74
1.28,482.88,119,145
2.65,307.31,96,114
1.07,624.98,111,127
1.97,234.48,86,98
1.04,399.89,103,119
2.00,478.27,115,150
4.99,310.96,81,98
1.91,239.94,78,95
6.13,351.29,79,106
2.26,147.32,70,86
38.65,203.32,67,78
1.59,93.14,55,63
2.85,260.84,80,95
1.71,147.17,73,76
2.48,226.30,73,87
1.07,182.40,76,96
